weir_name,sampling_year,sampling_month,n_observations,n_zeros,n_positive
합천창녕보,2021,5,5,3,2.0
합천창녕보,2021,6,4,0,4.0
합천창녕보,2021,7,4,0,4.0
합천창녕보,2021,8,5,0,5.0
합천창녕보,2021,9,4,0,4.0
합천창녕보,2021,10,4,0,4.0
합천창녕보,2021,11,5,0,5.0
합천창녕보,2021,12,4,1,3.0
합천창녕보,2022,1,4,3,1.0
합천창녕보,2022,2,4,4,0.0
합천창녕보,2022,3,4,4,0.0
합천창녕보,2022,4,4,2,2.0
합천창녕보,2022,5,5,3,2.0
합천창녕보,2022,6,4,0,4.0
합천창녕보,2022,7,4,0,4.0
합천창녕보,2022,8,4,0,4.0
합천창녕보,2022,9,3,0,3.0
합천창녕보,2022,10,5,0,5.0
합천창녕보,2022,11,4,0,4.0
합천창녕보,2022,12,3,0,3.0
합천창녕보,2023,1,4,3,1.0
합천창녕보,2023,2,3,3,0.0
합천창녕보,2023,3,4,4,0.0
합천창녕보,2023,4,4,4,0.0
합천창녕보,2023,5,5,3,2.0
합천창녕보,2023,6,4,0,4.0
합천창녕보,2023,7,1,0,1.0
합천창녕보,2023,8,4,0,4.0
합천창녕보,2023,9,2,0,2.0
합천창녕보,2023,10,5,0,5.0
합천창녕보,2023,11,4,0,4.0
합천창녕보,2023,12,4,0,4.0
합천창녕보,2024,1,5,2,3.0
합천창녕보,2024,2,4,3,1.0
합천창녕보,2024,3,4,0,4.0
합천창녕보,2024,4,5,1,4.0
합천창녕보,2024,5,4,3,1.0
합천창녕보,2024,6,4,0,4.0
합천창녕보,2024,7,1,0,1.0
합천창녕보,2024,8,3,0,3.0
합천창녕보,2024,9,4,0,4.0
합천창녕보,2024,10,4,0,4.0
합천창녕보,2024,11,4,0,4.0
합천창녕보,2024,12,5,0,5.0
합천창녕보,2025,1,2,0,2.0
합천창녕보,2025,2,1,1,0.0
합천창녕보,2025,3,5,5,0.0
합천창녕보,2025,4,4,4,0.0
합천창녕보,2025,5,4,3,1.0
합천창녕보,2025,6,5,0,5.0
합천창녕보,2025,7,3,0,3.0
합천창녕보,2025,8,4,0,4.0
합천창녕보,2025,9,5,0,5.0
합천창녕보,2025,10,3,0,3.0
합천창녕보,2025,11,3,0,3.0
합천창녕보,2025,12,4,0,4.0
