season_scope,variable,n,skewness,shapiro_w,shapiro_p
annual_all_samples,ndci_mean,142,0.7041720604353399,0.9554572476271902,0.00015112482486199843
annual_all_samples,log1p_harmful_cyanobacteria_total_mean,142,-0.9913228606361989,0.8620905430700959,3.4554764646468273e-10
annual_all_samples,log1p_chlorophyll_a_mean,142,-0.053266629438423176,0.9792368707891319,0.029515851857826344
bloom_season_06_10,ndci_mean,142,0.7041720604353399,0.9554572476271902,0.00015112482486199843
bloom_season_06_10,log1p_harmful_cyanobacteria_total_mean,142,-1.0938814711665574,0.8386215859280668,3.437283695651929e-11
bloom_season_06_10,log1p_chlorophyll_a_mean,142,-0.30724444559836106,0.9829596428249537,0.07475187890149068
