window,specification,aggregation,index,endpoint,association,common_support_association,paired_delta_chla_minus_cyano,n_rows,n_estimable_weirs,n_common_weirs,n_cells,singleton_cells,cells_le_2,median_cell_size,full_ci_low,full_ci_high,full_finite_draws,common_ci_low,common_ci_high,common_finite_draws,delta_ci_low,delta_ci_high,delta_finite_draws,bootstrap_draws,bootstrap_seed,p_method
pm1_2019_2025,raw_within_weir_pearson,equal_per_observation,ndci,chlorophyll_a,0.45441975277316232,0.44359561253842439,0.1139664321007674,680,16,13,102,10,20,6,0.39327044011350176,0.51460223366030289,3000,0.37501831691239962,0.50520798803244804,3000,-0.0035000102704751727,0.23889321691619744,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,raw_within_weir_pearson,equal_per_observation,ndci,harmful_cyanobacteria,0.32962918043765699,0.32962918043765699,0.1139664321007674,680,13,13,102,10,20,6,0.2006714462569224,0.46020332507668993,3000,0.20122928624366931,0.4602330569414454,3000,-0.0035000102704751727,0.23889321691619744,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,raw_within_weir_pearson,equal_per_observation,fai,chlorophyll_a,0.16538781717331102,0.1671675624348849,-0.01324695567065734,680,16,13,102,10,20,6,0.089684186131364446,0.26674502171998954,3000,0.086661002291362532,0.26344294196420925,3000,-0.15504166333153313,0.15775923986416243,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,raw_within_weir_pearson,equal_per_observation,fai,harmful_cyanobacteria,0.18041451810554224,0.18041451810554224,-0.01324695567065734,680,13,13,102,10,20,6,0.076420067048422954,0.29098950729901563,3000,0.071365850538428879,0.28993949077267378,3000,-0.15504166333153313,0.15775923986416243,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_weir_fisher_z,ndci,chlorophyll_a,0.51187371849700736,0.47654551741999918,0.071515005919138286,680,16,13,102,10,20,6,0.4400074003287035,0.58501423630932214,3000,0.40085135226004548,0.54890638245141887,3000,-0.031287873222453653,0.19177220405556034,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_weir_fisher_z,ndci,harmful_cyanobacteria,0.40503051150086089,0.40503051150086089,0.071515005919138286,680,13,13,102,10,20,6,0.26832248083963606,0.52201275184275442,3000,0.27133188477970688,0.52115836773786728,3000,-0.031287873222453653,0.19177220405556034,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_weir_fisher_z,fai,chlorophyll_a,0.21839304453568942,0.2217434571874278,-0.019623819310993718,680,16,13,102,10,20,6,0.10633518598937178,0.3367513227710906,3000,0.082410985652252855,0.36429155245514017,3000,-0.22220258896811518,0.2299895798810897,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_weir_fisher_z,fai,harmful_cyanobacteria,0.24136727649842152,0.24136727649842152,-0.019623819310993718,680,13,13,102,10,20,6,0.10895199630624371,0.35802022498867203,3000,0.10447501063512458,0.3527787085607606,3000,-0.22220258896811518,0.2299895798810897,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_observation,ndci,chlorophyll_a,0.48841046715384945,0.47842416667765431,0.061232261937559318,680,16,13,102,10,20,6,0.42673497389517179,0.54795809705150189,3000,0.41128252217698863,0.54091731221894024,3000,-0.022673446897979073,0.16660670790178739,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_observation,ndci,harmful_cyanobacteria,0.41719190474009499,0.41719190474009499,0.061232261937559318,680,13,13,102,10,20,6,0.29580869437861851,0.51992841078813923,3000,0.2989103957193065,0.52098571655470427,3000,-0.022673446897979073,0.16660670790178739,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_observation,fai,chlorophyll_a,0.1813884263404747,0.18030182959285496,-0.073521197918636094,680,16,13,102,10,20,6,0.083902229327015354,0.29010123760383733,3000,0.08080400058204712,0.29570116029598742,3000,-0.22438788234466617,0.1244141883657032,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,within_weir_percentile_midrank,equal_per_observation,fai,harmful_cyanobacteria,0.25382302751149105,0.25382302751149105,-0.073521197918636094,680,13,13,102,10,20,6,0.15270144142321621,0.3356018328359886,3000,0.15392274073393569,0.33546041293670409,3000,-0.22438788234466617,0.1244141883657032,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_weir_fisher_z,ndci,chlorophyll_a,0.42817292238881222,0.45664462026855501,0.27890060866706301,680,16,13,102,10,20,6,0.36413807922614883,0.4894047696528252,3000,0.38404581061865994,0.52344539452904004,3000,0.15145573087330261,0.41955185360334613,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_weir_fisher_z,ndci,harmful_cyanobacteria,0.17774401160149197,0.17774401160149197,0.27890060866706301,680,13,13,102,10,20,6,0.050972693391902621,0.3015078070020939,3000,0.051839072836000401,0.30047127054418965,3000,0.15145573087330261,0.41955185360334613,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_weir_fisher_z,fai,chlorophyll_a,0.20483981917206279,0.22754254506400756,0.085923317538859179,680,16,13,102,10,20,6,0.13876040077373233,0.28084265522796414,3000,0.15310879604558814,0.30587553570696818,3000,-0.04384845369183682,0.23408646513422404,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_weir_fisher_z,fai,harmful_cyanobacteria,0.14161922752514838,0.14161922752514838,0.085923317538859179,680,13,13,102,10,20,6,0.046667769711413704,0.22877141410041368,3000,0.050118348414368005,0.22913613037384351,3000,-0.04384845369183682,0.23408646513422404,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_observation,ndci,chlorophyll_a,0.43835294533022107,0.44534131777078118,0.30927612086018685,680,16,13,102,10,20,6,0.35390212975688334,0.50838277745476312,3000,0.36694882927247047,0.51873893880807731,3000,0.16443931962982172,0.46078756615568767,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_observation,ndci,harmful_cyanobacteria,0.13606519691059435,0.13606519691059435,0.30927612086018685,680,13,13,102,10,20,6,0.031332407044628939,0.26263842625472333,3000,0.02660363151722115,0.26723933424426416,3000,0.16443931962982172,0.46078756615568767,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_observation,fai,chlorophyll_a,0.18611728826501722,0.18976306389572783,0.058179627442455112,680,16,13,102,10,20,6,0.13123651631720301,0.2672542038813347,3000,0.13538155104606833,0.2732908739871453,3000,-0.054292207468088251,0.19516265424336543,3000,3000,20260815,not_computed_ci_primary
pm1_2019_2025,site_by_calendar_month_pearson,equal_per_observation,fai,harmful_cyanobacteria,0.13158343645327272,0.13158343645327272,0.058179627442455112,680,13,13,102,10,20,6,0.04661592005704103,0.22943873596517006,3000,0.042217278870206029,0.23131235096845418,3000,-0.054292207468088251,0.19516265424336543,3000,3000,20260815,not_computed_ci_primary
