weir_name,station_code,year,harmful_cyanobacteria_total_mean,harmful_cyanobacteria_total_median,harmful_cyanobacteria_total_max,harmful_cyanobacteria_total_log1p_mean,harmful_cyanobacteria_total_n,first_snapshot_x,first_locator_x,season_scope,chlorophyll_a_mean,chlorophyll_a_median,chlorophyll_a_max,chlorophyll_a_log1p_mean,chlorophyll_a_n,first_snapshot_y,first_locator_y,ndci_mean,fai_mean,ndci_exceedance_share_gt_0p00_descriptive,fai_exceedance_share_gt_0p00_descriptive,weir_code,tau_days,gate0_group,tau_robustness_flag,opened,post_open,late_post,log1p_harmful_cyanobacteria_total_mean,log1p_chlorophyll_a_mean,river
낙단보,2009A05,2022,5331.659090909091,132.5,61780.0,8.581605284107525,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_02.xml,all_2022_02.xml#item[125],annual_all_samples,20.161363636363635,14.0,59.6,3.052177048976223,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_02.xml,all_2022_02.xml#item[125],0.014434803846855,-0.0037294295031507,0.5723834956948612,0.1499686492010022,2009601,5.11141,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.581605284107525,3.052177048976223,낙동강
낙단보,2009A05,2023,885.6829268292682,170.0,15702.0,6.787487451468736,41,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_03.xml,all_2023_03.xml#item[156],annual_all_samples,16.514634146341464,12.2,64.1,2.863036768411964,41,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_03.xml,all_2023_03.xml#item[156],-0.0040149980590453,-0.0066407183848063,0.5113964994616944,0.1748382615461565,2009601,1.69665,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,6.787487451468736,2.863036768411964,낙동강
낙단보,2009A05,2024,4552.155555555555,240.0,72340.0,8.423575800258634,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[124],annual_all_samples,25.93777777777778,27.4,48.7,3.293529679746865,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[124],0.0269342716906968,-0.004081311727628,0.551265368256076,0.165008336992861,2009601,2.57419,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.423575800258634,3.293529679746865,낙동강
낙단보,2009A05,2025,7567.476190476191,295.0,92026.0,8.931747030326784,42,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_02.xml,all_2025_02.xml#item[121],annual_all_samples,20.6,13.55,120.3,3.0726933146901194,42,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_02.xml,all_2025_02.xml#item[121],-0.0049859891546685,-0.0016122189999757,0.5138623645040525,0.1380550955744697,2009601,4.34698,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.931747030326784,3.0726933146901194,낙동강
달성보,2014A25,2017,17347.383333333335,1541.5,263805.0,9.761254601398548,60,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[143],annual_all_samples,20.153333333333332,17.8,48.3,3.0517974974869397,60,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[143],-0.0182606075897623,-0.0127282399583679,0.3672295149639427,0.0818352026462844,2014601,4.86945,comparison_or_unresolved,contains_near_zero_or_nonpositive_discharge,0,0,0,9.761254601398548,3.0517974974869397,낙동강
달성보,2014A25,2018,13625.631578947368,250.0,159000.0,9.519781361275683,57,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[137],annual_all_samples,22.712280701754384,19.9,53.2,3.165993087005585,57,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[137],-0.0470076343591226,-0.036930711515515,0.1541930295165994,0.0205471227077532,2014601,3.15117,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,0,9.519781361275683,3.165993087005585,낙동강
달성보,2014A25,2019,12244.39393939394,509.0,94429.0,9.412905140317854,66,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[171],annual_all_samples,21.734848484848484,16.35,150.4,3.1238989228539964,66,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[171],0.0133996500292251,-0.0055352111424064,0.5136196701436441,0.2241815742035789,2014601,3.47368,comparison_or_unresolved,contains_near_zero_or_nonpositive_discharge,0,1,1,9.412905140317854,3.1238989228539964,낙동강
달성보,2014A25,2020,2113.12,499.0,33055.0,7.656393929246769,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[165],annual_all_samples,22.368,22.3,54.5,3.15136756508544,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[165],0.0241878627230923,-0.001767704085431,0.6657081817266203,0.339975816891284,2014601,1.85296,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,7.656393929246769,3.15136756508544,낙동강
달성보,2014A25,2021,3890.2,268.5,74942.0,8.266472872331793,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[141],annual_all_samples,24.02,20.1,56.7,3.219675505038765,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[141],-0.0007825113977834,-0.0056294011897609,0.4858495616049739,0.1601000478637438,2014601,3.18663,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.266472872331793,3.219675505038765,낙동강
달성보,2014A25,2022,14195.12,424.0,348349.0,9.560723966816036,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[141],annual_all_samples,19.406,16.75,69.6,3.0158289752531133,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[141],-0.0016797457289605,0.0009611997184394,0.5251879071063824,0.3054768795783633,2014601,5.24582,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,9.560723966816036,3.0158289752531133,낙동강
달성보,2014A25,2023,4271.466666666666,261.0,62952.0,8.35994661312588,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[140],annual_all_samples,18.77777777777778,15.3,63.5,2.984558972955866,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[140],0.0035849371137363,-0.0132222916588955,0.4880624028381631,0.1729646927520098,2014601,1.73363,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.35994661312588,2.984558972955866,낙동강
달성보,2014A25,2024,21183.354166666668,259.0,508400.0,9.96101817718963,48,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[139],annual_all_samples,26.633333333333336,21.45,120.1,3.3190227734731397,48,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[139],0.0352799864938475,-0.0077104702295909,0.5802146199980848,0.1999825893607847,2014601,2.53845,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,9.96101817718963,3.3190227734731397,낙동강
달성보,2014A25,2025,10651.15909090909,449.0,204281.0,9.273517882131069,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[172],annual_all_samples,24.193181818181817,17.5,84.6,3.226573395138105,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[172],0.0256781757272771,-0.0015965332772272,0.6053806784117587,0.1793161960056706,2014601,3.43566,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,9.273517882131069,3.226573395138105,낙동강
백제보,3012A42,2017,2157.191489361702,0.0,23054.0,7.677025876525371,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[158],annual_all_samples,45.67872340425532,41.8,105.3,3.843288459234957,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[158],0.0464343653421692,-0.005283742888505,0.7277645831132967,0.1582111736089859,3012602,2.38669,documented_opened_examples,robust_candidate_no_low_flow_flag,1,0,0,7.677025876525371,3.843288459234957,금강
백제보,3012A42,2018,21593.775510204083,0.0,398820.0,9.980206689888306,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[152],annual_all_samples,42.046938775510206,32.1,123.0,3.762291119762599,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[152],0.1252144119214139,0.0021274549685942,0.7561106406253478,0.1600002768321851,3012602,1.82184,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,0,9.980206689888306,3.762291119762599,금강
백제보,3012A42,2019,185.7,0.0,3475.0,5.2295030505476765,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_02.xml,all_2019_02.xml#item[153],annual_all_samples,59.738,53.8,177.7,4.10656953184467,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_02.xml,all_2019_02.xml#item[153],0.0886278429431606,0.009993253203855,0.9208190547893016,0.3173042509350721,3012602,2.81608,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,5.2295030505476765,4.10656953184467,금강
백제보,3012A42,2020,731.2,0.0,10140.0,6.596053700686136,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[183],annual_all_samples,38.186,22.1,158.8,3.668319540148575,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[183],0.0914213604882721,0.0059249184821225,0.8532109792776029,0.3552353871633074,3012602,0.715196,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.596053700686136,3.668319540148575,금강
백제보,3012A42,2021,595.3191489361702,0.0,10600.0,6.390776008536762,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_02.xml,all_2021_02.xml#item[157],annual_all_samples,62.43191489361703,44.5,185.1,4.149967124274423,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_02.xml,all_2021_02.xml#item[157],0.1233748724779559,0.0124861157178586,0.8810342002005124,0.3313678506803547,3012602,0.980027,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.390776008536762,4.149967124274423,금강
백제보,3012A42,2022,807.8260869565217,0.0,7320.0,6.695583921088838,46,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[158],annual_all_samples,45.56521739130435,30.65,174.0,3.840853854518599,46,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[158],0.077495083175028,0.0025081416760645,0.842747245796112,0.2198912306689101,3012602,1.37276,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.695583921088838,3.840853854518599,금강
백제보,3012A42,2023,992.4186046511628,0.0,14280.0,6.901152130755542,43,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[157],annual_all_samples,46.246511627906976,39.2,112.9,3.855378823233527,43,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[157],0.0494764217072393,0.0007540005890331,0.676400853606022,0.1964309937101926,3012602,0.73677,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.901152130755542,3.855378823233527,금강
백제보,3012A42,2024,1115.9183673469388,0.0,16590.0,7.018328714345703,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[155],annual_all_samples,38.12244897959184,29.2,131.8,3.666696444935018,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[155],0.1250755398900039,0.0157813695060606,0.8616920032897155,0.3049457291889437,3012602,1.02414,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,7.018328714345703,3.666696444935018,금강
백제보,3012A42,2025,730.5217391304348,120.0,9990.0,6.595126938583779,46,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[194],annual_all_samples,48.81739130434782,30.75,167.2,3.908364146045328,46,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[194],0.0728043787366367,0.0118378990254485,0.814718845965706,0.3816167486438306,3012602,1.368,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.595126938583779,3.908364146045328,금강
상주보,2007A25,2017,1095.4545454545455,121.0,9820.0,6.999837112784872,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[121],annual_all_samples,17.229545454545455,16.15,41.5,2.903043654454618,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[121],-0.056313408170475,-0.0100262948180766,0.1531882437003552,0.0814140752445848,2007601,3.61375,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,0,0,6.999837112784872,2.903043654454618,낙동강
상주보,2007A25,2018,5550.7441860465115,80.0,90263.0,8.62186742512484,43,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_03.xml,all_2018_03.xml#item[146],annual_all_samples,18.653488372093022,16.1,53.6,2.978254847856874,43,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_03.xml,all_2018_03.xml#item[146],-0.0001186476792232,-0.0098114562259008,0.3792766243060322,0.0886761966991593,2007601,2.9018,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,0,8.62186742512484,2.978254847856874,낙동강
상주보,2007A25,2019,2839.531914893617,38.0,46876.0,7.951746607594551,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_02.xml,all_2019_02.xml#item[117],annual_all_samples,18.57659574468085,19.7,42.5,2.974334758078257,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_02.xml,all_2019_02.xml#item[117],0.0003007335859229,-0.0030258367827845,0.4608566310120955,0.2222601731352789,2007601,4.02286,comparison_or_unresolved,contains_near_zero_or_nonpositive_discharge,0,1,1,7.951746607594551,2.974334758078257,낙동강
상주보,2007A25,2020,365.48936170212767,26.0,4441.0,5.9039694941718,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[145],annual_all_samples,13.95744680851064,12.0,48.2,2.705209290100606,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[145],-0.0042830471799474,-0.0121848503071176,0.471705414021598,0.1995012790736996,2007601,1.66265,comparison_or_unresolved,contains_near_zero_or_nonpositive_discharge,0,1,1,5.9039694941718,2.705209290100606,낙동강
상주보,2007A25,2021,959.5111111111112,93.0,7920.0,6.867465550190751,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_02.xml,all_2021_02.xml#item[121],annual_all_samples,22.06888888888889,20.4,51.0,3.13848490842888,45,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_02.xml,all_2021_02.xml#item[121],0.008832022822864,-0.002802755640044,0.491094838962642,0.2278820479761318,2007601,2.84595,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,6.867465550190751,3.13848490842888,낙동강
상주보,2007A25,2022,1655.4358974358977,128.0,16959.0,7.412423523397396,39,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_03.xml,all_2022_03.xml#item[149],annual_all_samples,17.21282051282051,13.7,63.3,2.9021257698741176,39,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_03.xml,all_2022_03.xml#item[149],-0.0020017645470661,-0.0018556371017045,0.4916361491156635,0.1847614306309304,2007601,4.32164,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,7.412423523397396,2.9021257698741176,낙동강
상주보,2007A25,2023,941.390243902439,46.0,16340.0,6.848419460448191,41,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_03.xml,all_2023_03.xml#item[151],annual_all_samples,17.16829268292683,9.3,89.0,2.899677914477923,41,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_03.xml,all_2023_03.xml#item[151],-0.0074262319856853,-0.0049208952120341,0.5047926145874337,0.2073084954404986,2007601,1.71982,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,6.848419460448191,2.899677914477923,낙동강
상주보,2007A25,2024,956.7659574468086,0.0,14606.0,6.864603444832519,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[119],annual_all_samples,18.117021276595743,12.0,67.7,2.950579104513555,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[119],0.0125426562941586,-0.0029154664194715,0.477795966252668,0.1709664338464559,2007601,2.76356,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,6.864603444832519,2.950579104513555,낙동강
상주보,2007A25,2025,5688.659090909091,103.0,61372.0,8.64640561160124,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_02.xml,all_2025_02.xml#item[117],annual_all_samples,14.590909090909092,14.45,33.6,2.7466879938076243,44,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_02.xml,all_2025_02.xml#item[117],0.000812198856137,0.0010106381621069,0.5339806230286546,0.1648951674295474,2007601,4.88116,comparison_or_unresolved,robust_candidate_no_low_flow_flag,0,1,1,8.64640561160124,2.7466879938076243,낙동강
세종보,3012A07,2017,436.1296296296296,0.0,6360.0,6.080229786416113,54,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[153],annual_all_samples,43.56851851851851,34.95,129.0,3.797027746974084,54,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[153],0.085476823922767,0.0142922912353347,0.7282608695652174,0.5608695652173913,3010601,0.643281,documented_opened_examples,robust_candidate_no_low_flow_flag,1,0,0,6.080229786416113,3.797027746974084,금강
세종보,3012A07,2018,1457.40350877193,0.0,17185.0,7.2850976292666125,57,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[145],annual_all_samples,35.85087719298246,16.5,160.0,3.606879422774887,57,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[145],0.1625989793108232,0.0290403370140326,0.8619565217391304,0.6543478260869565,3010601,0.127643,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,0,7.2850976292666125,3.606879422774887,금강
세종보,3012A07,2019,8.214285714285714,0.0,310.0,2.2207550747464135,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[181],annual_all_samples,38.60892857142857,26.35,155.6,3.6790545618215944,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[181],0.1413221021924045,0.0505455619828756,0.9264612199394804,0.8620361522535434,3010601,0.193909,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,2.2207550747464135,3.6790545618215944,금강
세종보,3012A07,2020,316.37254901960785,0.0,3160.0,5.760076317331322,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[173],annual_all_samples,17.750980392156862,10.5,84.8,2.9312460386311714,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[173],0.1153014374916791,0.0512732648117161,0.8806295154121245,0.8832995989517735,3010601,0.0739329,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,5.760076317331322,2.9312460386311714,금강
세종보,3012A07,2021,279.6078431372549,0.0,2250.0,5.63695811858655,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[149],annual_all_samples,28.050980392156863,17.4,116.9,3.369052231167589,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[149],0.1596912873591146,0.0507413185454731,0.8458410188844963,0.7854765041721556,3010601,0.13997,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,5.63695811858655,3.369052231167589,금강
세종보,3012A07,2022,415.1923076923077,0.0,5000.0,6.031147431550167,52,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[149],annual_all_samples,24.298076923076923,20.7,57.3,3.23072838189892,52,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[149],0.1178495818270557,0.0351857169695575,0.7836956521739129,0.6271739130434785,3010601,0.138053,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.031147431550167,3.23072838189892,금강
세종보,3012A07,2023,485.3191489361702,0.0,9150.0,6.186865093431061,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[149],annual_all_samples,27.87872340425532,19.4,85.7,3.3631051095938607,47,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2023_01.xml,all_2023_01.xml#item[149],0.1021362837327776,0.0443020617667356,0.803804347826087,0.7581521739130435,3010601,0.0946669,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.186865093431061,3.3631051095938607,금강
세종보,3012A07,2024,410.0,0.0,4420.0,6.018593214496234,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[147],annual_all_samples,27.04901960784314,17.3,105.9,3.3339536797658393,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2024_01.xml,all_2024_01.xml#item[147],0.1095353726959713,0.0472374773790354,0.7466183574879217,0.7021739130434786,3010601,0.0968494,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,6.018593214496234,3.3339536797658393,금강
세종보,3012A07,2025,340.53061224489795,140.0,2620.0,5.8334373155348,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[182],annual_all_samples,27.76938775510204,16.8,102.8,3.359311896666253,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2025_01.xml,all_2025_01.xml#item[182],0.1165786131823622,0.0494539061969393,0.7859213250517602,0.6910973084886125,3010601,0.12354,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,5.8334373155348,3.359311896666253,금강
승촌보,5004A10,2017,1431.875,0.0,13840.0,7.267438194435174,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[160],annual_all_samples,45.7625,40.65,177.9,3.845081599674264,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2017_01.xml,all_2017_01.xml#item[160],0.1609374677032039,0.0041252356997187,0.8344235364738788,0.2925700460291013,5004601,4.4117,documented_opened_examples,contains_near_zero_or_nonpositive_discharge,1,0,0,7.267438194435174,3.845081599674264,영산강
승촌보,5004A10,2018,128.82142857142858,0.0,1153.0,4.8661598797924155,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[153],annual_all_samples,58.38909090909091,50.5,174.7,4.084110554772895,55,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2018_01.xml,all_2018_01.xml#item[153],0.0863414882415224,0.0064202238025545,0.7304922372190432,0.4083026510838257,5004601,1.67989,documented_opened_examples,contains_near_zero_or_nonpositive_discharge,1,1,0,4.8661598797924155,4.084110554772895,영산강
승촌보,5004A10,2019,179.21428571428572,0.0,4025.0,5.194146619025799,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[189],annual_all_samples,57.18035714285714,60.900000000000006,148.2,4.063547791632902,56,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2019_01.xml,all_2019_01.xml#item[189],0.0632468577995502,0.0140395907637538,0.7151884326175362,0.4673261659227542,5004601,2.88546,documented_opened_examples,contains_near_zero_or_nonpositive_discharge,1,1,1,5.194146619025799,4.063547791632902,영산강
승촌보,5004A10,2020,27.37254901960784,0.0,332.0,3.345422093907158,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[188],annual_all_samples,57.6078431372549,47.6,214.7,4.070868529559612,51,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2020_01.xml,all_2020_01.xml#item[188],0.0615516448976362,0.0159590500777449,0.728077987284381,0.5808357996501681,5004601,1.20277,documented_opened_examples,contains_near_zero_or_nonpositive_discharge,1,1,1,3.345422093907158,4.070868529559612,영산강
승촌보,5004A10,2021,156.02,0.0,2018.0,5.056373185770109,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[161],annual_all_samples,76.096,64.65,234.1,4.3450513985489865,50,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2021_01.xml,all_2021_01.xml#item[161],0.1071555078104805,0.0185481161285997,0.8169992816906122,0.5266981581388339,5004601,2.6464,documented_opened_examples,robust_candidate_no_low_flow_flag,1,1,1,5.056373185770109,4.3450513985489865,영산강
승촌보,5004A10,2022,239.9795918367347,0.0,2650.0,5.484712248729627,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[161],annual_all_samples,59.608163265306125,49.5,161.3,4.104429591351335,49,Round_6/log/source_snapshots/datagokr_algae_full_2017_2025_20260630_0951/all_2022_01.xml,all_2022_01.xml#item[161],0.1705931697220647,0.0231899273839646,0.8930640823424507,0.5854493966269764,5004601,4.93137,documented_opened_examples,contains_near_zero_or_nonpositive_discharge,1,1,1,5.484712248729627,4.104429591351335,영산강
