site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Baekje Weir,2021-10-09,2,20211009T021611_20211009T022726_T52SBF|20211009T021611_20211009T022726_T52SCF,S2A_MSIL2A_20211009T021611_N0301_R003_T52SBF_20211009T042046|S2A_MSIL2A_20211009T021611_N0301_R003_T52SCF_20211009T042046,52SBF|52SCF,2021-10-09T02:27:37.262000+00:00|2021-10-09T02:27:35.367000+00:00,0.1824495662407494|0.12873511139825411,2227|10003,1694.0525033348849,12230,0.13851614908707155,0.0334077397593203|0.0090350002607822999,2227|10003,164.77614405261164,12230,0.013473110715667347
Baekje Weir,2021-10-14,2,20211014T021639_20211014T021639_T52SBF|20211014T021639_20211014T021639_T52SCF,S2B_MSIL2A_20211014T021639_N0301_R003_T52SBF_20211014T044840|S2B_MSIL2A_20211014T021639_N0301_R003_T52SCF_20211014T044840,52SBF|52SCF,2021-10-14T02:27:31.924000+00:00|2021-10-14T02:27:28.156000+00:00,0.074570499781274502|0.083752426290127593,2227|9742,981.98463993132134,11969,0.082044000328458627,0.012771049173245201|0.0125169493195346,2227|9736,150.30614508380592,11963,0.01256425186690679
Baekje Weir,2021-10-24,2,20211024T021749_20211024T021743_T52SBF|20211024T021749_20211024T021743_T52SCF,S2B_MSIL2A_20211024T021749_N0301_R003_T52SBF_20211024T044140|S2B_MSIL2A_20211024T021749_N0301_R003_T52SCF_20211024T044140,52SBF|52SCF,2021-10-24T02:27:32.275000+00:00|2021-10-24T02:27:28.506000+00:00,-0.018303520152465402|0.0203978687310396,2227|10510,173.61966098368575,12737,0.013631126716156532,-0.0031445227802670999|-0.0036485370401900001,2227|10508,-45.341679449971352,12735,-0.0035603988574771381
Baekje Weir,2021-10-29,1,20211029T021821_20211029T021817_T52SCF,S2A_MSIL2A_20211029T021821_N0301_R003_T52SCF_20211029T050825,52SCF,2021-10-29T02:27:31.689000+00:00,0.0127117489060453,3518,44.719932651467367,3518,0.0127117489060453,-0.0040336277522937001,3438,-13.86761221238574,3438,-0.0040336277522937001
Baekje Weir,2022-05-02,1,20220502T021559_20220502T021557_T52SBF,S2B_MSIL2A_20220502T021559_N0400_R003_T52SBF_20220502T044228,52SBF,2022-05-02T02:27:24.932000+00:00,0.017257638097195899,2227,38.432760042455271,2227,0.017257638097195899,0.018404162466639899,2227,40.986069813207052,2227,0.018404162466639899
Baekje Weir,2022-05-12,1,20220512T021559_20220512T022238_T52SBF,S2B_MSIL2A_20220512T021559_N0400_R003_T52SBF_20220512T050041,52SBF,2022-05-12T02:27:28.641000+00:00,0.0687665980476274,2227,153.14321385206622,2227,0.0687665980476274,0.021403039432718599,2227,47.664568816664321,2227,0.021403039432718599
Baekje Weir,2022-05-17,2,20220517T021611_20220517T022234_T52SBF|20220517T021611_20220517T022234_T52SCF,S2A_MSIL2A_20220517T021611_N0400_R003_T52SBF_20220517T055107|S2A_MSIL2A_20220517T021611_N0400_R003_T52SCF_20220517T055107,52SBF|52SCF,2022-05-17T02:27:35.857000+00:00|2022-05-17T02:27:32.099000+00:00,-0.030548406437750399|0.062970796162054393,2227|10510,593.79176652632145,12737,0.046619436800370687,-0.0136888765837047|0.0023579599997948001,2227|10510,-5.7029685540670165,12737,-0.00044774817885428412
Baekje Weir,2022-05-22,2,20220522T021609_20220522T022240_T52SBF|20220522T021609_20220522T022240_T52SCF,S2B_MSIL2A_20220522T021609_N0400_R003_T52SBF_20220522T050008|S2B_MSIL2A_20220522T021609_N0510_R003_T52SCF_20240614T102159,52SBF|52SCF,2022-05-22T02:27:30.751000+00:00|2022-05-22T02:27:27.066000+00:00,0.041658417337922103|0.078574967132293894,2227|10510,918.59619997196137,12737,0.072120295200750681,-0.0053760447925492996|-0.0064558341101021996,2227|10510,-79.823268250181414,12737,-0.0062670384117281472
Baekje Weir,2022-05-27,2,20220527T021611_20220527T022236_T52SBF|20220527T021611_20220527T022236_T52SCF,S2A_MSIL2A_20220527T021611_N0400_R003_T52SBF_20220527T054614|S2A_MSIL2A_20220527T021611_N0400_R003_T52SCF_20220527T054614,52SBF|52SCF,2022-05-27T02:27:38.163000+00:00|2022-05-27T02:27:34.401000+00:00,0.098111283774846597|0.0742893661918725,2227|10510,999.27506764316331,12737,0.078454507940893717,0.0081914965384708004|-0.00084400809806759998,2227|10510,9.3719376804839953,12737,0.00073580416742435384
Baekje Weir,2022-06-01,2,20220601T021559_20220601T022239_T52SBF|20220601T021559_20220601T022239_T52SCF,S2B_MSIL2A_20220601T021559_N0400_R003_T52SBF_20220601T044554|S2B_MSIL2A_20220601T021559_N0400_R003_T52SCF_20220601T044554,52SBF|52SCF,2022-06-01T02:27:30.477000+00:00|2022-06-01T02:27:26.717000+00:00,0.061737691750121802|0.072284137351360897,2227|10510,897.19612309032425,12737,0.070440144703644833,0.0189668140098424|0.0051214530780812999,2227|10510,96.065566650553478,12737,0.0075422443786255381
Baekje Weir,2022-06-11,2,20220611T021539_20220611T022211_T52SBF|20220611T021539_20220611T022211_T52SCF,S2B_MSIL2A_20220611T021539_N0400_R003_T52SBF_20220611T045008|S2B_MSIL2A_20220611T021539_N0400_R003_T52SCF_20220611T045008,52SBF|52SCF,2022-06-11T02:27:33.189000+00:00|2022-06-11T02:27:29.423000+00:00,0.124094347361171|0.085711336350247594,2227|10510,1177.1842566144301,12737,0.09242241160512131,0.028771380594176998|-0.0020943185355245999,2227|10510,42.062576774868631,12737,0.0033023927749759466
Baekje Weir,2022-06-16,1,20220616T021541_20220616T022208_T52SBF,S2A_MSIL2A_20220616T021541_N0400_R003_T52SBF_20220616T054811,52SBF,2022-06-16T02:27:41.609000+00:00,0.042081482029398501,2227,93.715460479470465,2227,0.042081482029398501,0.0314312608580469,2227,69.997417930870441,2227,0.0314312608580469
Baekje Weir,2022-06-21,1,20220621T021539_20220621T022216_T52SCF,S2B_MSIL2A_20220621T021539_N0400_R003_T52SCF_20220621T045243,52SCF,2022-06-21T02:27:31.494000+00:00,0.061337661868269097,10510,644.65882623550817,10510,0.06133766186826909,0.0082381514659798007,10510,86.5829719074477,10510,0.0082381514659798007
Baekje Weir,2022-07-16,1,20220716T021541_20220716T022239_T52SBF,S2A_MSIL2A_20220716T021541_N0400_R003_T52SBF_20220716T070759,52SBF,2022-07-16T02:27:43.061000+00:00,0.0574299137791991,2227,127.89641798627639,2227,0.0574299137791991,0.040172809631749198,2227,89.464847049905458,2227,0.040172809631749198
Baekje Weir,2022-07-26,1,20220726T021541_20220726T022207_T52SBF,S2A_MSIL2A_20220726T021541_N0400_R003_T52SBF_20220726T054657,52SBF,2022-07-26T02:27:40.727000+00:00,0.2155205678900082,2227,479.96430469104826,2227,0.2155205678900082,0.089243697644489597,2227,198.74571465427834,2227,0.089243697644489597
Baekje Weir,2022-09-09,2,20220909T021539_20220909T022159_T52SBF|20220909T021539_20220909T022159_T52SCF,S2B_MSIL2A_20220909T021539_N0400_R003_T52SBF_20220909T043406|S2B_MSIL2A_20220909T021539_N0400_R003_T52SCF_20220909T043406,52SBF|52SCF,2022-09-09T02:27:32.586000+00:00|2022-09-09T02:27:28.862000+00:00,0.13414227639067799|-0.057523064976570601,2227|10510,-305.83256338171714,12737,-0.024011349876871878,0.0312336141137355|-0.0072943308424799997,2227|10510,-7.1061585231758357,12737,-0.0005579146206466072
Baekje Weir,2022-09-19,1,20220919T021539_20220919T022651_T52SBF,S2B_MSIL2A_20220919T021539_N0400_R003_T52SBF_20220919T052243,52SBF,2022-09-19T02:27:32.293000+00:00,0.6019138562426416,2227,1340.4621578523629,2227,0.6019138562426416,0.016184614093483402,2227,36.043135586187532,2227,0.016184614093483402
Baekje Weir,2022-09-24,2,20220924T021541_20220924T022204_T52SBF|20220924T021541_20220924T022204_T52SCF,S2A_MSIL2A_20220924T021541_N0400_R003_T52SBF_20220924T054059|S2A_MSIL2A_20220924T021541_N0400_R003_T52SCF_20220924T054059,52SBF|52SCF,2022-09-24T02:27:37.687000+00:00|2022-09-24T02:27:33.971000+00:00,0.20768401698324199|0.1254509550367767,2227|10510,1781.0018432582028,12737,0.13982898981378683,0.036486113487305599|0.0081778683281953993,2227|10510,167.20397086556324,12737,0.013127421752811749
Baekje Weir,2022-09-29,2,20220929T021529_20220929T022606_T52SBF|20220929T021529_20220929T022606_T52SCF,S2B_MSIL2A_20220929T021529_N0400_R003_T52SBF_20220929T051901|S2B_MSIL2A_20220929T021529_N0400_R003_T52SCF_20220929T051901,52SBF|52SCF,2022-09-29T02:27:30.507000+00:00|2022-09-29T02:27:26.747000+00:00,0.1171628451685623|0.078608953470118703,2227|10510,1087.1017571613359,12737,0.085349906348538576,0.032945051400380003|0.0076921620147919001,2227|10510,154.21325224410913,12737,0.012107501942695229
Baekje Weir,2022-10-19,2,20221019T021709_20221019T022253_T52SBF|20221019T021709_20221019T022253_T52SCF,S2B_MSIL2A_20221019T021709_N0400_R003_T52SBF_20221019T043130|S2B_MSIL2A_20221019T021709_N0400_R003_T52SCF_20221019T043130,52SBF|52SCF,2022-10-19T02:27:30.114000+00:00|2022-10-19T02:27:26.351000+00:00,0.070525456346524407|0.098346389423827105,2227|10510,1190.6807441281328,12737,0.093482040050885826,-0.0004661364010117|-0.0027176820169999998,2227|10510,-29.600923763723053,12737,-0.0023240106590031446
Baekje Weir,2022-10-24,2,20221024T021741_20221024T022408_T52SBF|20221024T021741_20221024T022408_T52SCF,S2A_MSIL2A_20221024T021741_N0400_R003_T52SBF_20221024T053657|S2A_MSIL2A_20221024T021741_N0400_R003_T52SCF_20221024T053657,52SBF|52SCF,2022-10-24T02:27:33.168000+00:00|2022-10-24T02:27:29.413000+00:00,0.061126344073839503|0.071422265340567601,2227|10510,886.77637698180615,12737,0.069622075605072317,0.0123067728522619|0.0040729159017119003,2227|10510,70.213529268979329,12737,0.0055125641256951663
Baekje Weir,2022-10-29,2,20221029T021809_20221029T022341_T52SBF|20221029T021809_20221029T022341_T52SCF,S2B_MSIL2A_20221029T021809_N0400_R003_T52SBF_20221029T075219|S2B_MSIL2A_20221029T021809_N0400_R003_T52SCF_20221029T075219,52SBF|52SCF,2022-10-29T02:27:29.544000+00:00|2022-10-29T02:27:25.783000+00:00,0.0719720035212007|0.1016764455881177,2227|10510,1228.9010949728308,12737,0.096482774199013174,-0.0094859471336415993|-0.0079797832271209998,2227|10510,-104.99272598366156,12737,-0.0082431283648945249
Baekje Weir,2023-06-06,2,20230606T021539_20230606T022202_T52SBF|20230606T021539_20230606T022202_T52SCF,S2B_MSIL2A_20230606T021539_N0509_R003_T52SBF_20230606T043948|S2B_MSIL2A_20230606T021539_N0509_R003_T52SCF_20230606T043948,52SBF|52SCF,2023-06-06T02:27:35.273000+00:00|2023-06-06T02:27:31.516000+00:00,0.020938295520613499|0.11708962391046231,2227|10510,1277.2415314233649,12737,0.10027805067310708,-0.0032811086029655|0.0033676298740193001,2227|10510,28.086761117138675,12737,0.0022051315943423626
Baekje Weir,2023-06-16,2,20230616T021539_20230616T022203_T52SBF|20230616T021539_20230616T022203_T52SCF,S2B_MSIL2A_20230616T021539_N0509_R003_T52SBF_20230616T043833|S2B_MSIL2A_20230616T021539_N0509_R003_T52SCF_20230616T043833,52SBF|52SCF,2023-06-16T02:27:35.616000+00:00|2023-06-16T02:27:31.851000+00:00,0.040257431167439503|0.060598478725394797,2227|10510,726.54331061378707,12737,0.057041949486832617,0.0075773756171959999|-0.0018519835940587,2227|10510,-2.5895320740614451,12737,-0.00020330784910586834
Baekje Weir,2023-07-21,2,20230721T021541_20230721T022311_T52SBF|20230721T021541_20230721T022311_T52SCF,S2A_MSIL2A_20230721T021541_N0509_R003_T52SBF_20230721T070259|S2A_MSIL2A_20230721T021541_N0509_R003_T52SCF_20230721T070259,52SBF|52SCF,2023-07-21T02:27:34.651000+00:00|2023-07-21T02:27:30.889000+00:00,0.1044742352882792|-0.0099937867390973,2227|10510,127.62942335908518,12737,0.010020367697188127,0.022400911234752401|-0.032739219820721498,2227|10510,-294.20237099598933,12737,-0.023098246918111746
Baekje Weir,2023-08-05,2,20230805T021539_20230805T022202_T52SBF|20230805T021539_20230805T022202_T52SCF,S2B_MSIL2A_20230805T021539_N0509_R003_T52SBF_20230805T044141|S2B_MSIL2A_20230805T021539_N0509_R003_T52SCF_20230805T044141,52SBF|52SCF,2023-08-05T02:27:35.505000+00:00|2023-08-05T02:27:31.771000+00:00,0.1107026524140171|0.053114102005350598,2227|10510,804.76401900225096,12737,0.063183168642714213,0.081581486123327801|0.013768881932678599,2227|10510,326.39291870910313,12737,0.025625572639483639
Baekje Weir,2023-08-15,1,20230815T021539_20230815T021939_T52SCF,S2B_MSIL2A_20230815T021539_N0509_R003_T52SCF_20230815T052653,52SCF,2023-08-15T02:27:32.521000+00:00,0.043238094968179701,10510,454.43237811556867,10510,0.043238094968179701,0.014620423165803699,10510,153.66064747259688,10510,0.014620423165803699
Baekje Weir,2023-08-25,1,20230825T021539_20230825T022658_T52SBF,S2B_MSIL2A_20230825T021539_N0509_R003_T52SBF_20230825T062238,52SBF,2023-08-25T02:27:34.747000+00:00,0.14853850176835801,2227,330.7952434381333,2227,0.14853850176835801,0.069240862184353699,2227,154.19940008455569,2227,0.069240862184353699
Baekje Weir,2023-09-09,2,20230909T021541_20230909T022102_T52SBF|20230909T021541_20230909T022102_T52SCF,S2A_MSIL2A_20230909T021541_N0509_R003_T52SBF_20230909T072557|S2A_MSIL2A_20230909T021541_N0509_R003_T52SCF_20230909T072557,52SBF|52SCF,2023-09-09T02:27:35.869000+00:00|2023-09-09T02:27:32.097000+00:00,0.1781535546683731|0.061050847601361001,2227|10510,1038.3923745367711,12737,0.08152566338515907,0.044081174105612603|0.0071659210717730003,2227|10510,173.4826051975335,12737,0.013620366271298853
Baekje Weir,2023-09-24,1,20230924T021539_20230924T022642_T52SCF,S2B_MSIL2A_20230924T021539_N0509_R003_T52SCF_20230924T053147,52SCF,2023-09-24T02:27:30.436000+00:00,-0.0155999030230315,10510,-163.95498077206108,10510,-0.0155999030230315,-0.0023405274302739001,10510,-24.598943292178689,10510,-0.0023405274302739001
Baekje Weir,2023-10-29,2,20231029T021811_20231029T022436_T52SBF|20231029T021811_20231029T022436_T52SCF,S2A_MSIL2A_20231029T021811_N0509_R003_T52SBF_20231029T052155|S2A_MSIL2A_20231029T021811_N0509_R003_T52SCF_20231029T052155,52SBF|52SCF,2023-10-29T02:27:30.420000+00:00|2023-10-29T02:27:26.658000+00:00,0.052240338763730597|0.072711607823552002,2227|10510,880.53823265235962,12737,0.069132310014317314,-0.0038597773354030998|0.00017918940989629999,2227|10510,-6.7124434279325911,12737,-0.00052700348810022697
Baekje Weir,2024-05-16,2,20240516T021611_20240516T022028_T52SBF|20240516T021611_20240516T022028_T52SCF,S2A_MSIL2A_20240516T021611_N0510_R003_T52SBF_20240516T074100|S2A_MSIL2A_20240516T021611_N0510_R003_T52SCF_20240516T074100,52SBF|52SCF,2024-05-16T02:27:33.327000+00:00|2024-05-16T02:27:29.562000+00:00,-0.00097860086239239994|0.091416608193899296,2227|10510,958.60920799733378,12737,0.0752617734158227,-0.0047694341623720996|0.00048028778557459998,2227|10510,-5.5737052532136193,12737,-0.00043759953310933651
Baekje Weir,2024-05-31,2,20240531T021529_20240531T021532_T52SBF|20240531T021529_20240531T021532_T52SCF,S2B_MSIL2A_20240531T021529_N0510_R003_T52SBF_20240531T042042|S2B_MSIL2A_20240531T021529_N0510_R003_T52SCF_20240531T042042,52SBF|52SCF,2024-05-31T02:27:31.088000+00:00|2024-05-31T02:27:27.331000+00:00,-0.033618179631217403|0.11822163425495889,2227|10510,1167.6416899808969,12737,0.091673211115717745,0.0018960731574398999|-0.0003198373511673,2227|10510,0.86106436085033433,12737,6.7603388619795425e-05
Baekje Weir,2024-06-10,2,20240610T021539_20240610T021535_T52SBF|20240610T021539_20240610T021535_T52SCF,S2B_MSIL2A_20240610T021539_N0510_R003_T52SBF_20240610T042021|S2B_MSIL2A_20240610T021539_N0510_R003_T52SCF_20240610T042021,52SBF|52SCF,2024-06-10T02:27:33.871000+00:00|2024-06-10T02:27:30.105000+00:00,0.079982536486742001|0.071026481114569606,2227|10510,924.60942527010104,12737,0.072592402078205318,0.0069415925979191004|-0.0073493217318105,2227|10510,-61.782444685762513,12737,-0.0048506276741589471
Baekje Weir,2024-08-04,1,20240804T021531_20240804T022721_T52SBF,S2A_MSIL2A_20240804T021531_N0511_R003_T52SBF_20240804T084047,52SBF,2024-08-04T02:27:33.396000+00:00,0.089585732661649195,2226,199.41784090483111,2226,0.089585732661649195,0.13561990224667661,2226,301.88990240110212,2226,0.13561990224667661
Baekje Weir,2024-08-09,1,20240809T021539_20240809T022639_T52SBF,S2B_MSIL2A_20240809T021539_N0511_R003_T52SBF_20240809T042748,52SBF,2024-08-09T02:27:34.536000+00:00,0.1812552440416888,2227,403.65542848084095,2227,0.1812552440416888,0.1163850387599307,2227,259.18948131836567,2227,0.1163850387599307
Baekje Weir,2024-08-14,2,20240814T021601_20240814T022230_T52SBF|20240814T021601_20240814T022230_T52SCF,S2A_MSIL2A_20240814T021601_N0511_R003_T52SBF_20240814T052653|S2A_MSIL2A_20240814T021601_N0511_R003_T52SCF_20240814T052653,52SBF|52SCF,2024-08-14T02:27:32.107000+00:00|2024-08-14T02:27:28.344000+00:00,0.3243246796029477|0.1225198342865074,2227|10510,2009.9545198269573,12737,0.15780439034521138,0.10443760866979|0.0214149214109771,2227|10510,457.65337853699168,12737,0.035931018178298788
Baekje Weir,2024-08-19,2,20240819T021539_20240819T022637_T52SBF|20240819T021539_20240819T022637_T52SCF,S2B_MSIL2A_20240819T021539_N0511_R003_T52SBF_20240819T042921|S2B_MSIL2A_20240819T021539_N0511_R003_T52SCF_20240819T042921,52SBF|52SCF,2024-08-19T02:27:32.452000+00:00|2024-08-19T02:27:28.694000+00:00,0.24513856477676749|0.1157695136184398,990|7958,1163.9809685045439,8948,0.13008280828168794,0.1856473732462357|0.044021610867698603,990|7958,534.11487879891888,8948,0.059690978855489372
Baekje Weir,2024-08-29,2,20240829T021539_20240829T022214_T52SBF|20240829T021539_20240829T022214_T52SCF,S2B_MSIL2A_20240829T021539_N0511_R003_T52SBF_20240829T043313|S2B_MSIL2A_20240829T021539_N0511_R003_T52SCF_20240829T043313,52SBF|52SCF,2024-08-29T02:27:32.887000+00:00|2024-08-29T02:27:29.125000+00:00,0.3420260411472415|0.1611205229246204,2227|10510,2455.0686895726672,12737,0.19275093739284502,0.087913259911002198|0.016282741159212799,2227|10510,366.91443940512841,12737,0.028806974908151716
Baekje Weir,2024-09-03,2,20240903T021601_20240903T022601_T52SBF|20240903T021601_20240903T022601_T52SCF,S2A_MSIL2A_20240903T021601_N0511_R003_T52SBF_20240903T072445|S2A_MSIL2A_20240903T021601_N0511_R003_T52SCF_20240903T072445,52SBF|52SCF,2024-09-03T02:27:30.601000+00:00|2024-09-03T02:27:26.836000+00:00,0.12177450739132779|0.1048709999494421,2227|8581,1171.0898785266495,10808,0.10835398580002309,0.14184895823523869|0.077794044246430702,2227|8581,983.44832366849846,10808,0.090992628022621994
Baekje Weir,2024-09-08,2,20240908T021539_20240908T022403_T52SBF|20240908T021539_20240908T022403_T52SCF,S2B_MSIL2A_20240908T021539_N0511_R003_T52SBF_20240908T043148|S2B_MSIL2A_20240908T021539_N0511_R003_T52SCF_20240908T043148,52SBF|52SCF,2024-09-08T02:27:33.091000+00:00|2024-09-08T02:27:29.324000+00:00,0.44848716873623629|0.26664570369424051,2227|10510,3801.2272706020658,12737,0.29843976372788455,0.081408599776110896|0.016106363135432102,2227|10510,350.57482825479036,12737,0.02752412877873835
Baekje Weir,2024-09-23,2,20240923T021531_20240923T022308_T52SBF|20240923T021531_20240923T022308_T52SCF,S2A_MSIL2A_20240923T021531_N0511_R003_T52SBF_20240923T053200|S2A_MSIL2A_20240923T021531_N0511_R003_T52SCF_20240923T053200,52SBF|52SCF,2024-09-23T02:27:32.278000+00:00|2024-09-23T02:27:28.510000+00:00,0.37556499725009418|0.030060762476738698,2227|10510,1152.3218625064835,12737,0.090470429654273654,0.061554268914271702|-0.028516168023427799,2227|10510,-162.62356905414308,12737,-0.012767807886797761
Baekje Weir,2024-09-28,1,20240928T021529_20240928T022712_T52SBF,S2B_MSIL2A_20240928T021529_N0511_R003_T52SBF_20240928T042817,52SBF,2024-09-28T02:27:30.895000+00:00,0.24041216036582019,2227,535.3978811346816,2227,0.24041216036582019,0.070363732092475206,2227,156.70003136994228,2227,0.070363732092475206
Baekje Weir,2024-10-08,1,20241008T021529_20241008T022704_T52SBF,S2B_MSIL2A_20241008T021529_N0511_R003_T52SBF_20241008T150637,52SBF,2024-10-08T02:27:30.173000+00:00,0.12958486847970199,2226,288.45591723581663,2226,0.12958486847970199,0.0577233742594973,2226,128.49223110164098,2226,0.0577233742594973
Baekje Weir,2025-06-05,1,20250605T021529_20250605T022440_T52SCF,S2B_MSIL2A_20250605T021529_N0511_R003_T52SCF_20250605T041606,52SCF,2025-06-05T02:27:27.102000+00:00,0.096162231964370001,10510,1010.6650579455287,10510,0.096162231964370001,0.0085426475207169995,10510,89.78322544273567,10510,0.0085426475207169995
Baekje Weir,2025-06-15,2,20250615T021529_20250615T021530_T52SBF|20250615T021529_20250615T021530_T52SCF,S2B_MSIL2A_20250615T021529_N0511_R003_T52SBF_20250615T035315|S2B_MSIL2A_20250615T021529_N0511_R003_T52SCF_20250615T035315,52SBF|52SCF,2025-06-15T02:27:29.547000+00:00|2025-06-15T02:27:25.795000+00:00,0.076181396996764003|0.074564888312208297,2227|10510,953.3329472731026,12737,0.07484752667606992,0.0064957870971240001|0.0014270132154496,2227|10510,29.464026759670446,12737,0.0023132626803541215
Baekje Weir,2025-06-22,1,20250622T022131_20250622T022128_T52SBF,S2A_MSIL2A_20250622T022131_N0511_R003_T52SBF_20250622T071517,52SBF,2025-06-22T02:27:44.891000+00:00,-0.058255673119909999,2227,-129.73538403803957,2227,-0.058255673119909999,0.0026517668489720002,2227,5.9054847726606443,2227,0.0026517668489720002
Baekje Weir,2025-07-10,2,20250710T021631_20250710T022524_T52SBF|20250710T021631_20250710T022524_T52SCF,S2C_MSIL2A_20250710T021631_N0511_R003_T52SBF_20250710T055619|S2C_MSIL2A_20250710T021631_N0511_R003_T52SCF_20250710T055619,52SBF|52SCF,2025-07-10T02:27:53.781000+00:00|2025-07-10T02:27:50+00:00,0.2027534597393903|0.1050830044889942,2227|10507,1555.6390830054843,12734,0.12216421258092384,0.072408205711708001|0.029326618295575299,2227|10507,469.38785255158336,12734,0.036860990462665569
Baekje Weir,2025-07-12,1,20250712T022131_20250712T022332_T52SBF,S2A_MSIL2A_20250712T022131_N0511_R003_T52SBF_20250712T062412,52SBF,2025-07-12T02:27:49.880000+00:00,0.16038447172914119,2227,357.17621854079744,2227,0.16038447172914119,0.053731206341538301,2227,119.6593965226058,2227,0.053731206341538301
Baekje Weir,2025-07-25,2,20250725T021539_20250725T022319_T52SBF|20250725T021539_20250725T022319_T52SCF,S2B_MSIL2A_20250725T021539_N0511_R003_T52SBF_20250725T041758|S2B_MSIL2A_20250725T021539_N0511_R003_T52SCF_20250725T041758,52SBF|52SCF,2025-07-25T02:27:32.626000+00:00|2025-07-25T02:27:28.870000+00:00,0.015670578468715099|0.14413943886045599,2227|10510,1549.8038806732211,12737,0.12167730868126098,0.076161496550877603|0.0189575569480957,2227|10510,368.85557634329024,12737,0.02895937633220462
Baekje Weir,2025-08-01,1,20250801T022131_20250801T022131_T52SCF,S2A_MSIL2A_20250801T022131_N0511_R003_T52SCF_20250801T071659,52SCF,2025-08-01T02:27:44.418000+00:00,0.054621487946682097,6179,337.50617402254869,6179,0.054621487946682097,0.0013981182402886001,6179,8.6389726067432591,6179,0.0013981182402885998
Baekje Weir,2025-08-21,1,20250821T022131_20250821T022128_T52SBF,S2A_MSIL2A_20250821T022131_N0511_R003_T52SBF_20250821T073716,52SBF,2025-08-21T02:27:44.674000+00:00,0.18204338736555439,1983,360.99203714589436,1983,0.18204338736555439,0.0937770386114435,1983,185.95986756649245,1983,0.0937770386114435
Baekje Weir,2025-09-03,2,20250903T021529_20250903T022208_T52SBF|20250903T021529_20250903T022208_T52SCF,S2B_MSIL2A_20250903T021529_N0511_R003_T52SBF_20250903T041538|S2B_MSIL2A_20250903T021529_N0511_R003_T52SCF_20250903T041538,52SBF|52SCF,2025-09-03T02:27:30.370000+00:00|2025-09-03T02:27:26.612000+00:00,0.20438601139939669|0.105403575587928,2227|10510,1562.9592268155798,12737,0.12271015363237653,0.073881052615357101|0.012989941428035201,2227|10510,301.05738858305017,12737,0.023636444106386916
