protocol_id,run_id,season_scope,season_role,beta_cyano,beta_chlorophyll,arithmetic_difference,delta_endpoint_specific_stacked,equality_residual,cr1_se_unified,cr1_t,cr1_df,cr1_ci_low,cr1_ci_high,cr1_p_two_sided,forbidden_independent_se_diagnostic,wcr_p_two_sided,wcr_patterns,paired_bootstrap_ci_low,paired_bootstrap_ci_high,paired_bootstrap_draws,n_original,n_stacked,n_weirs,n_years,wcr_p_holm,inference_status
P2a_M1_v1,20260815T042826Z_c2ac8933,annual_all_samples,primary_confirmatory,0.6874057079174496,0.14757774021651276,0.5398279677009368,0.5398279677009374,6.661338147750939e-16,0.21299485427435222,2.5344648326837107,15,0.0858401823512987,0.9938157530505762,0.022891799011189345,0.23155468651462266,0.0129852294921875,65536,0.1650866395325693,0.9223702608560678,9999,144,288,16,9,0.025970458984375,positive_and_holm_supported
P2a_M1_v1,20260815T042826Z_c2ac8933,bloom_season_06_10,secondary_prespecified,0.6186412520414742,0.3216193241323556,0.29702192790911863,0.29702192790911724,-1.3877787807814457e-15,0.23522341930193152,1.262722601306384,15,-0.20434492226700135,0.7983887780852359,0.2259665966842782,0.23514929828680653,0.2067108154296875,65536,-0.14833127594248327,0.7542461260393246,9999,144,288,16,9,0.2067108154296875,positive_but_not_holm_supported
